ID,GEN_BANK_ID,M27_Root,M793_Root,M9_Root
MDP0000132958,103412177,2.679178063,1.854652754,1.40510632
MDP0000132959,103436210,0.367678827,0.048065788,0.123642291
MDP0000132960,#N/A,2.986970004,1.419243015,2.907116523
MDP0000132964,103421665,0,0,0
MDP0000132972,#N/A,1.980375303,1.216601032,0.945378941
MDP0000132973,#N/A,22.10413229,20.46135288,24.16198125
MDP0000132977,103435986,2.030987805,1.95467537,2.122525993
MDP0000132983,103435863,10.50094155,7.07507498,7.399184745
MDP0000132990,#N/A,24.62109909,24.02585241,21.54801619
MDP0000132991,103434792,0.36439598,0.666912806,0.122538342
MDP0000132996,#N/A,22.03464795,7.432628232,12.25721455
MDP0000132999,#N/A,11.68717289,25.9247196,21.21027299
MDP0000133004,103413669,1.811482897,1.22953472,1.383725144
MDP0000133007,103423829,16.48041552,10.71328731,17.62199386
MDP0000133008,#N/A,15.76570363,10.24868046,16.87528022
MDP0000133017,103409390,6.397764944,7.165661677,7.947401557
MDP0000133021,103420123,0.743081999,0.54922231,0.740035476
MDP0000133024,103437524,0.936258285,0.882726438,0.818114866
MDP0000133028,103405502,5.296755853,5.74021379,5.223196821
MDP0000133031,103405433,0,0,0
MDP0000133037,#N/A,0.096769057,0.088552738,0.113894558
MDP0000133042,#N/A,0,0,0
MDP0000133045,103409599,0.242930653,0.111152134,0.214442098
MDP0000133055,#N/A,4.654160792,3.098595667,4.461206771
MDP0000133059,#N/A,4.465789032,2.005468295,2.701057918
MDP0000133066,103423832,0.394830859,0.662396466,0.387254353
MDP0000133074,#N/A,0,0.014524417,0.018680981
MDP0000133079,103454779,7.877629126,22.56303476,18.59589493
MDP0000133083,#N/A,0.013141252,0.012025475,0.005155633
MDP0000133100,103407042,6.624198352,4.382569865,6.417945654
MDP0000133102,#N/A,7.20758033,4.652635793,6.983720616
MDP0000133105,#N/A,0.275178085,0.125906842,0.910904488
MDP0000133109,103437233,0,0,0
MDP0000133111,103456162,0,0,0
MDP0000133116,#N/A,0,0,0
MDP0000133117,#N/A,0,0,0
MDP0000133120,#N/A,4.309378547,5.919866016,6.158031175
MDP0000133122,#N/A,0,0,0
MDP0000133126,#N/A,8.242888376,12.78632827,14.78911022
MDP0000133136,#N/A,0.016195377,0,0.114369119
MDP0000133146,#N/A,0.095163259,0.174166565,0
MDP0000133147,103426182,0,0,0
MDP0000133148,#N/A,0,0,0.019550277
MDP0000133149,#N/A,1.038278957,0.950122353,1.880040313
MDP0000133156,103452665,2.672237187,4.223781102,3.693169469
MDP0000133157,103452703,3.99825238,3.579879459,3.970151674
MDP0000133159,#N/A,2.502644089,4.102142917,5.664508255
MDP0000133162,103436711,0,0,0
MDP0000133164,103436713,0.386541592,0.383198518,0.682423473
MDP0000133170,103436716,0.51336289,0.369108974,0.561056056
MDP0000133183,#N/A,1.17192677,0.536211301,1.103460847
MDP0000133188,103414938,0.427010501,0.375725524,0.483249799
MDP0000133190,#N/A,0,0,0
MDP0000133192,#N/A,0.446578903,0.476771708,0.204404383
MDP0000133194,#N/A,0,0,0
MDP0000133195,#N/A,52.67269016,98.81272472,83.99080099
MDP0000133198,#N/A,0.296457746,0.090428855,0.348922736
MDP0000133201,103436561,0,0,0
MDP0000133202,#N/A,0.15757664,0.798631551,0.057065673
MDP0000133203,#N/A,4.035895017,6.6326049,3.081577578
MDP0000133209,103449790,0,0.027151666,0
MDP0000133211,103449791,1.141020348,1.515276828,0.868004293
MDP0000133216,#N/A,0,0,0
MDP0000133218,103424247,0,0,0
MDP0000133222,#N/A,16.45120195,41.62895219,31.03263994
MDP0000133226,#N/A,12.68735001,8.215542838,10.43434456
MDP0000133228,103444437,0,0,0
MDP0000133237,103436773,0,0,0
MDP0000133239,#N/A,6.444055226,14.13387139,14.08545992
MDP0000133245,#N/A,0,0,0
MDP0000133250,#N/A,0.027697557,0,0
MDP0000133251,#N/A,0.016610643,0,0
MDP0000133254,#N/A,0,0,0.045444683
MDP0000133262,#N/A,26.84798479,90.83027088,54.09380382
MDP0000133266,103410359,2.076397214,4.175920826,2.761427422
MDP0000133269,103422319,3.18452253,4.648889264,3.467190135
MDP0000133271,#N/A,0,0,0
MDP0000133276,103439845,0,0,0
MDP0000133282,#N/A,0.019564885,0,0
MDP0000133284,#N/A,0.124935765,0.038109303,0.14704601
MDP0000133290,#N/A,0,0,0
MDP0000133294,103456008,0.036849032,0.022480207,0.036141927
MDP0000133301,#N/A,0,0,0
MDP0000133306,#N/A,28.35584623,6.934310002,34.75870971
MDP0000133307,#N/A,2.542552402,1.283681791,3.302085843
MDP0000133321,#N/A,0.024548782,0,0.014446626
MDP0000133327,#N/A,1.450259378,1.233285992,0.775870908
MDP0000133332,#N/A,0.404884422,1.086820868,0.317691997
MDP0000133334,103444459,3.029692291,1.67680934,2.487528339
MDP0000133340,#N/A,0,0,0
MDP0000133343,103406496,0.026341878,0.072315846,0.010334559
MDP0000133344,#N/A,0.037615069,0,0.044271917
MDP0000133345,103443898,0,0,0
MDP0000133347,#N/A,0,0,0
MDP0000133353,#N/A,1.333395156,2.296811814,0.877000868
MDP0000133361,103437098,4.640471256,2.867271382,3.796743544
MDP0000133363,103408428,0,0,0
MDP0000133367,#N/A,1.091736163,6.674442101,1.83172852
MDP0000133386,#N/A,0.026992295,0.024700474,0.0317692
MDP0000133399,103406824,18.95072505,40.58891874,30.19143801
MDP0000133407,#N/A,1.579832894,0.722847428,1.372429429
MDP0000133412,#N/A,0.685921845,1.606129109,1.353433866
MDP0000133416,#N/A,1.394988292,2.225770345,1.978655925
MDP0000133418,#N/A,1.725867868,2.338624031,0.937522949
MDP0000133423,#N/A,0,0.15029021,0
MDP0000133424,#N/A,0,0,0.143709888
MDP0000133428,103424102,5.692611216,6.889681896,9.887975804
MDP0000133432,#N/A,0,0,0
MDP0000133436,103438742,0,0,0
MDP0000133444,#N/A,2.947439071,2.972806897,4.96302893
MDP0000133460,#N/A,0,0,0
MDP0000133466,103437741,0.121465327,0,0
MDP0000133469,#N/A,0,0,0
MDP0000133473,#N/A,0,0,0
MDP0000133475,#N/A,9.821211211,10.67060489,5.849284096
MDP0000133476,#N/A,0.706707355,0.191071437,0.018903987
MDP0000133479,#N/A,3.617267087,2.641004317,3.503426954
MDP0000133483,103453855,4.076494866,5.985949084,3.570548107
MDP0000133484,103452610,13.59355439,25.92261079,12.6800545
MDP0000133485,103412501,16.52973306,37.72957607,46.63308596
MDP0000133486,#N/A,9.072438232,9.187191358,9.235039145
MDP0000133490,103439442,0,0,0
MDP0000133494,103412347,1.750851556,1.425951704,1.669170927
MDP0000133504,#N/A,0,0,0
MDP0000133507,103433010,0.209294101,0.027360525,0.422285978
MDP0000133510,#N/A,0.46456858,0.701454106,1.339622351
MDP0000133513,#N/A,0,0,0
MDP0000133516,103447988,13.51219688,15.75356195,16.0889531
MDP0000133520,#N/A,0.406093032,0.783041901,0.187770195
MDP0000133524,#N/A,0.169665853,0.04234367,0.145230627
MDP0000133526,103424691,0.218979744,0.175338578,0.289949879
MDP0000133527,103420659,0.033221286,0,0.039100554
MDP0000133528,#N/A,0.033221286,0,0.039100554
MDP0000133529,#N/A,2.130722676,2.192324277,1.472242478
MDP0000133537,103407818,0,0.020441772,0
MDP0000133538,#N/A,0,0.052478385,0
MDP0000133542,#N/A,0.048052217,0.219861364,0.282780789
MDP0000133546,103400149,0.024704812,0.090428855,0.029076895
MDP0000133550,103435557,0,0,0
MDP0000133551,#N/A,0,0,0
MDP0000133552,#N/A,20.555323,40.7220061,44.74758276
MDP0000133556,#N/A,62.37919333,176.4601882,128.6334897
MDP0000133569,103431655,0,0,0
MDP0000133570,#N/A,3.424614647,3.004345066,3.747531813
MDP0000133574,#N/A,0.014220331,0.013012933,0.066947777
MDP0000133579,103439625,7.473786007,4.583347066,6.217381639
MDP0000133597,103410883,0.009636918,0,0
MDP0000133608,103448640,0,0.013338256,0
MDP0000133609,#N/A,0,0,0
MDP0000133612,#N/A,1.439589057,2.173641736,0.84717866
MDP0000133615,#N/A,0.908243247,1.233285992,1.344842907
MDP0000133621,#N/A,2.398192263,0.67019809,3.836717737
MDP0000133622,#N/A,0.567889839,0.527667275,1.079708467
MDP0000133624,103410140,1.155066503,0.301998252,0.291317567
MDP0000133625,103416224,4.285875898,6.536628822,6.407700312
MDP0000133633,#N/A,1.379499067,1.667282014,1.776805957
MDP0000133636,103423287,1.560430474,1.427939827,2.036939055
MDP0000133637,103403568,0,0,0
MDP0000133648,103424832,0.089697472,0,0.070380996
MDP0000133650,#N/A,0,0,0
MDP0000133652,#N/A,0,0.041358934,0.088658232
MDP0000133655,#N/A,0.014360433,0.144552529,0.084509201
MDP0000133656,#N/A,0,0,0
MDP0000133657,#N/A,11.60294527,7.501118288,18.95583221
MDP0000133658,#N/A,0,0,0
MDP0000133671,#N/A,0,0,0
MDP0000133673,#N/A,0,0.037572552,0
MDP0000133675,103436407,0.808165342,0.290536272,0.305739229
MDP0000133680,#N/A,0,0,0
MDP0000133686,103428040,4.634369387,10.12339438,6.906135265
MDP0000133687,#N/A,0,0,0
MDP0000133698,103428223,2.155754369,1.778434148,2.172052177
MDP0000133706,#N/A,2.286406149,3.661482069,1.928577302
MDP0000133712,103448737,0,0,0
MDP0000133715,#N/A,0.709328673,0.348298676,0.54978627
MDP0000133719,#N/A,2.953357812,0.838737502,0.479451329
MDP0000133730,103454707,0.119965755,0,0.338871464
MDP0000133735,103424228,0.511432954,0.32760629,0.120388546
MDP0000133742,#N/A,1.019289455,1.119294219,0.575844515
MDP0000133743,#N/A,0.786328167,0.851191344,1.038351212
MDP0000133746,#N/A,1.79394944,1.704771195,1.786594522
MDP0000133754,103445955,0,0,0
MDP0000133758,#N/A,0,0,0
MDP0000133760,#N/A,0.862598684,0.951034304,0.464815671
MDP0000133761,#N/A,0.021356541,0,0
MDP0000133762,103430002,0.449818183,6.047731554,2.300957351
MDP0000133763,#N/A,3.367252693,5.47795759,6.348403506
MDP0000133765,#N/A,12.06333409,7.677384122,10.71196101
MDP0000133778,103415488,0.201335333,0.483631732,0.138230302
MDP0000133779,#N/A,0,0,0
MDP0000133783,#N/A,0,0,0
MDP0000133786,#N/A,0,0,0
MDP0000133788,#N/A,0,0,0
MDP0000133792,#N/A,1.396851257,1.611705947,1.036470141
MDP0000133794,#N/A,0.007306185,0,0.017198364
MDP0000133801,103403530,32.35373578,28.98000788,30.01917067
MDP0000133806,103400964,0,0,0
MDP0000133810,#N/A,0,0,0
MDP0000133811,#N/A,0.198385713,0.100856379,0.37618576
MDP0000133817,#N/A,1.37349254,2.513748267,3.398082479
MDP0000133823,103406543,0,0,0
MDP0000133828,103420270,9.002038291,9.091355365,7.905193508
MDP0000133829,#N/A,2.64710643,1.676225289,1.814130854
MDP0000133831,#N/A,0.105051093,0.096131576,0.185463436
MDP0000133840,103427242,1.061545712,0.896689486,1.230188843
MDP0000133842,#N/A,3.195121328,1.620639886,1.976986024
MDP0000133843,#N/A,0,0,0
MDP0000133851,#N/A,0,0.062768264,0.080731143
MDP0000133853,#N/A,7.464491525,4.680534527,5.987399961
MDP0000133854,#N/A,0,0.240690336,0
MDP0000133861,103430315,4.687589887,4.438971633,4.803503
MDP0000133867,#N/A,0,0,0
MDP0000133870,#N/A,0,0,0
MDP0000133879,103438960,1.981551996,2.440988046,3.902005238
MDP0000133880,#N/A,15.78355159,9.155760087,12.53567237
MDP0000133888,#N/A,4.783139466,11.08499731,4.996709084
MDP0000133893,#N/A,12.53892519,10.21550649,15.18141083
MDP0000133901,#N/A,6.907926906,7.473575408,8.557658207
MDP0000133909,#N/A,0,0,0
MDP0000133911,103453114,0.250895593,0.185860946,0.084370662
MDP0000133912,#N/A,0.939862856,0.874639745,0.543722041
MDP0000133918,#N/A,14.6085939,16.34560824,13.92990169
MDP0000133920,103401460,0.78391068,2.241723716,1.729953061
MDP0000133922,#N/A,0.471054761,0.306278879,0.787858141
MDP0000133929,103446302,0,0,0
MDP0000133930,103415082,3.547729653,2.714452121,3.770062373
MDP0000133932,#N/A,0,0,0
MDP0000133933,103401316,5.776599868,7.277647573,5.976708802
MDP0000133936,#N/A,0.079867612,0.121810558,0.031334005
MDP0000133939,103400446,0,0,0
MDP0000133943,103415626,2.228153763,2.140917541,2.447644841
MDP0000133945,#N/A,6.624253731,6.811024397,8.234576571
MDP0000133951,#N/A,9.37923566,14.94915661,9.646786563
MDP0000133954,#N/A,0,0,0
MDP0000133986,103454200,3.150472868,4.36633496,4.261916499
MDP0000133994,#N/A,36.42669903,69.61861464,64.00622202
MDP0000133997,#N/A,0.243711781,0,0
MDP0000134001,#N/A,0,0,0
MDP0000134002,#N/A,3.421106061,2.844024857,2.013274575
MDP0000134004,#N/A,0,0,0
MDP0000134010,#N/A,0,0.007268804,0
MDP0000134012,#N/A,0.151930571,0.017378835,0.067056812
MDP0000134018,#N/A,1.708523276,1.289853338,2.16170203
MDP0000134020,103432521,1.072894702,1.046391036,1.329229471
MDP0000134023,#N/A,0.034499028,0,0
MDP0000134027,103422340,1.623295317,1.893970473,1.75136006
MDP0000134044,#N/A,0,0,0
MDP0000134064,103426168,0,0,0
MDP0000134067,#N/A,0.110214285,0.322740412,0.350241915
MDP0000134078,103450284,1.976972836,1.018817421,0.808271942
MDP0000134080,103427872,0,0,0
MDP0000134087,#N/A,0.85643349,1.296146921,1.124306594
MDP0000134090,#N/A,0,0,0
MDP0000134091,103444426,0,0,0
MDP0000134095,#N/A,0,0,0
MDP0000134100,103414272,0.890745729,3.673313389,1.892536613
MDP0000134102,#N/A,12.28855367,6.525485297,19.16122625
MDP0000134104,#N/A,0,0,0
MDP0000134105,#N/A,4.551316172,7.691347683,5.591379153
MDP0000134106,#N/A,1.801241918,1.778434148,2.092118031
MDP0000134109,103411844,17.3029317,29.17205691,23.68547562
MDP0000134132,103411780,0,0,0
MDP0000134133,103405085,0,0,0
MDP0000134135,#N/A,15.72574549,15.06170669,11.38326328
MDP0000134141,#N/A,0.049409624,0,0
MDP0000134142,103409146,0.016658102,0.030487443,0
MDP0000134143,#N/A,0,0,0
MDP0000134151,#N/A,5.908281345,5.420895531,10.05469688
MDP0000134153,#N/A,16.15727012,6.811519024,9.1196291
MDP0000134162,#N/A,1.892493479,2.138117459,1.490653686
MDP0000134163,103421990,6.319594619,2.574376704,4.270846823
MDP0000134166,103416317,1.179626056,0.446676484,0.957508904
MDP0000134168,#N/A,0.01362228,2.006971246,0.593223001
MDP0000134174,#N/A,3.679983738,6.491622746,9.68006308
MDP0000134185,103414425,0.930168686,0.859966512,1.354371147
MDP0000134189,103439278,0.711016546,0.607270197,0.278949071
MDP0000134191,103412460,0,0,0
MDP0000134193,#N/A,7.912598424,5.555935252,11.84107345
MDP0000134201,#N/A,0,0,0
MDP0000134202,103454319,30.41256415,18.9966305,19.66040773
MDP0000134203,#N/A,69.2228838,71.710082,70.36608511
MDP0000134204,#N/A,3.621667341,1.092167794,1.985986114
MDP0000134207,103417278,0,0,0
MDP0000134211,103415586,0,0,0
MDP0000134234,#N/A,10.62297859,9.016171653,12.08745185
MDP0000134240,#N/A,4.402155471,2.398579773,2.946570387
MDP0000134241,103437338,0,0,0
MDP0000134247,#N/A,2.144153676,0.95865216,1.3885621
MDP0000134248,103454782,27.04893439,112.3037432,42.41031923
MDP0000134249,#N/A,0,0,0
MDP0000134250,#N/A,15.78834264,22.87569942,28.20767564
MDP0000134251,#N/A,2.655568952,7.368169507,3.746632163
MDP0000134252,103413311,0.504311736,0.382701019,0.593561251
MDP0000134253,#N/A,6.970273896,4.397639449,4.519489704
MDP0000134259,103401905,2.959155284,3.842295999,4.301784971
MDP0000134260,103401906,0,0,0
MDP0000134261,103451282,0,0.301998252,0.258948949
MDP0000134271,#N/A,0.526126056,1.690003721,1.857708342
MDP0000134273,#N/A,0,0,0.012802513
MDP0000134278,#N/A,7.947081756,5.516544141,8.246232023
MDP0000134280,103440610,0.289449289,0.359470732,0.316340117
MDP0000134282,103422107,6.735883636,4.551261583,4.837116863
MDP0000134283,#N/A,0,0.019982406,0.025700926
MDP0000134284,103436470,3.289899735,3.432367173,4.232416644
MDP0000134300,103443084,0.538184832,0.533530244,0.158357242
MDP0000134301,103452536,1.551815618,1.276949966,1.401690304
MDP0000134302,103447926,76.14558889,32.55820106,53.6983683
MDP0000134303,103440870,1.806582887,3.35648135,3.221665325
MDP0000134314,103423377,21.34917663,16.85570099,21.45406923
MDP0000134316,#N/A,0.082117404,0.030058042,0.231959903
MDP0000134319,#N/A,0,0,0
MDP0000134320,103412061,4.072660954,3.177643367,4.818640089
MDP0000134325,103425198,4.821239121,3.15501058,3.035180467
MDP0000134329,103411508,18.34473477,14.69113637,32.79126027
MDP0000134330,#N/A,1.45758392,1.462078074,2.886720553
MDP0000134332,103436538,4.467542798,5.677244542,4.346242111
MDP0000134335,103436539,27.19286997,19.56277563,25.78503775
MDP0000134337,103436541,0,0,0
MDP0000134341,103439542,6.342159042,6.058215561,5.997830899
MDP0000134342,103409177,5.219372361,6.613219197,5.259609786
MDP0000134343,#N/A,0.117487873,0.067195245,0.103710032
MDP0000134346,103410420,0,0,0
MDP0000134347,103420853,0.432945719,0.31694866,0.713391535
MDP0000134349,103420665,0,0,0
MDP0000134352,#N/A,2.129467692,1.061684869,2.540895793
MDP0000134371,#N/A,6.916378602,6.852202159,10.69687643
MDP0000134377,103454008,3.07254194,3.168264433,3.933827282
MDP0000134378,#N/A,0.851921195,0.511604344,0.595346099
MDP0000134379,103433263,2.509850387,1.997172038,2.14671448
MDP0000134380,103446942,0.118082748,0.135070948,0.191097769
MDP0000134381,103446943,0.400121076,1.176904951,0
MDP0000134382,103410189,0.182912492,0.899678451,0.511297238
MDP0000134386,#N/A,0,0,0
MDP0000134387,#N/A,0,0,0
MDP0000134389,#N/A,6.471951569,2.756998392,7.387478981
MDP0000134397,#N/A,22.62862957,46.11603004,31.77989432
MDP0000134418,#N/A,22.01559046,17.54351186,21.68247882
MDP0000134420,103424012,4.886421973,3.058092407,3.529264557
MDP0000134422,103450359,10.33138848,9.816032635,13.83321726
MDP0000134427,103433929,7.520288052,8.01584087,8.718573423
MDP0000134429,103436476,0,0.02481536,0
MDP0000134434,103451848,1.559275822,1.24076801,1.735484888
MDP0000134436,103452337,0.091098995,0.266765122,0.214442098
MDP0000134441,103404706,19.57569102,11.38404649,16.56689884
MDP0000134442,103404707,0.712726406,0.630827343,1.155151022
MDP0000134453,103403081,0,0,0
MDP0000134454,103403083,0.474011031,0,0.892637027
MDP0000134461,#N/A,0.023321343,0,0
MDP0000134467,103415041,0.046642685,0.426824196,0.027448589
MDP0000134468,#N/A,2.815625524,2.030017515,3.129808575
MDP0000134469,#N/A,0.518801056,0.226072137,0.668768577
MDP0000134482,#N/A,5.311196202,7.747151494,9.682207612
MDP0000134485,#N/A,2.199723718,0.762186063,2.262246311
MDP0000134492,103441669,1.00523029,2.007010324,2.065097573
MDP0000134495,#N/A,213.0722676,190.6966434,135.683364
MDP0000134496,103451864,0.681467807,0.848798116,0.623831558
MDP0000134499,103453752,4.691751608,7.455052237,6.353839947
MDP0000134501,#N/A,10.64516784,5.62845093,7.770816077
MDP0000134505,#N/A,0.218979744,0.375725524,0.289949879
MDP0000134506,103402605,0.424618285,0.388565444,0.615094422
MDP0000134511,#N/A,0,0,0
MDP0000134513,103402930,0.346356575,0.246515624,0.475594356
MDP0000134514,#N/A,0,0,0
MDP0000134515,103423584,0,0,0
MDP0000134521,#N/A,1.790745959,2.667651222,2.4017515
MDP0000134532,#N/A,2.816903756,1.55862768,3.161213852
MDP0000134535,#N/A,46.02535579,50.02630645,34.63366028
MDP0000134542,#N/A,0,0,0
MDP0000134543,#N/A,14.51105769,18.88104254,23.40754636
MDP0000134544,#N/A,5.5196606,3.875912433,3.534676148
MDP0000134547,#N/A,14.92303897,13.77587081,18.75139534
MDP0000134549,103435420,0,0,0
MDP0000134558,#N/A,3.539322164,4.004836595,4.35582136
MDP0000134560,#N/A,9.238839617,3.611589347,5.542503461
MDP0000134565,#N/A,0,0.006083583,0
MDP0000134566,#N/A,0,0,0
MDP0000134568,#N/A,0.542356808,0.744460806,0.877716495
MDP0000134572,103446920,0.336954602,0.429814207,0.276408729
MDP0000134573,#N/A,0,0,0
MDP0000134581,#N/A,3.154116024,2.274063337,2.137390094
MDP0000134583,#N/A,8.025859577,6.00500568,8.326454692
MDP0000134589,#N/A,0.121465327,0.074101423,0.142961399
MDP0000134594,#N/A,11.73861703,11.99729774,14.38482182
MDP0000134595,#N/A,14.63375644,19.46855395,37.62819758
MDP0000134596,#N/A,0.347872057,0.140067606,0.393058548
MDP0000134601,#N/A,0.372149086,0.022703415,0.584012523
MDP0000134603,103407483,0.131511331,0.170488988,0.012898773
MDP0000134605,103456125,0.17491007,0.053353024,0.137242943
MDP0000134606,103447304,0.025797945,0,0.091090449
MDP0000134611,103417246,0,0,0
MDP0000134614,#N/A,0,0,0
MDP0000134616,#N/A,0,0,0
MDP0000134619,#N/A,3.156090802,1.499175893,2.041630555
MDP0000134621,#N/A,30.34203861,61.86727792,60.73000221
MDP0000134622,#N/A,1.445537772,1.190522033,2.041630555
MDP0000134624,103416985,8.66059572,12.742567,15.3010336
MDP0000134637,#N/A,3.547917449,3.350073628,5.372688848
MDP0000134641,103434250,1.992275509,1.501391643,2.19542731
MDP0000134645,#N/A,0,0,0
MDP0000134646,103439123,200.3033506,260.9888857,259.0602326
MDP0000134648,#N/A,0.193173773,0.369614326,0.599404419
MDP0000134649,#N/A,0.296457746,0.198943481,0.453599557
MDP0000134652,103452618,0.56257625,0.421208088,0.240777093
MDP0000134654,103452680,0,0,0
MDP0000134655,#N/A,0.71657757,1.162440197,1.456768667
MDP0000134658,#N/A,0.103497083,0.031569837,0.040604421
MDP0000134662,#N/A,4.949005869,3.908419232,5.286247072
MDP0000134664,#N/A,3.222027613,3.299463354,2.889325113
MDP0000134665,103453595,3.535219413,2.252683254,3.594458027
MDP0000134666,#N/A,3.92527088,2.049828946,4.188743319
MDP0000134667,103443551,6.081860085,6.140891683,4.837251264
MDP0000134669,103443433,3.25153336,2.576449471,4.457463101
MDP0000134674,103443432,0,0,0
MDP0000134679,103436605,7.28206585,5.78526771,5.153500063
MDP0000134680,#N/A,11.46482029,9.250614832,7.695534522
MDP0000134685,103439388,2.108844821,0.454068293,3.796081398
MDP0000134702,103447501,0.769735329,0.659419403,0.771027769
MDP0000134703,#N/A,0.490975636,0.33696647,0.433398767
MDP0000134712,#N/A,14.30491282,10.03592207,11.88758576
MDP0000134716,#N/A,0.377892127,0.148202846,0.063538399
MDP0000134720,#N/A,0,0,0
MDP0000134724,#N/A,0.85643349,2.17029252,1.163075787
MDP0000134728,#N/A,3.443742229,2.345187888,2.658139415
MDP0000134730,#N/A,2.500424399,2.912155506,2.407853272
MDP0000134732,103408497,0.210644386,0.378634367,0.327612186
MDP0000134734,103441509,3.477422434,4.45167793,3.877041205
MDP0000134735,103433385,0,0.013296704,0.008550962
MDP0000134742,103433386,5.395956367,5.538467934,6.82806363
MDP0000134746,#N/A,0.41879876,0.375725524,0.222294907
MDP0000134747,#N/A,0,0,0
MDP0000134757,103435505,25.10483361,21.15092464,21.1418141
MDP0000134760,103436740,6.980898775,3.528244094,4.009722088
MDP0000134764,103446968,52.84917182,81.27730901,84.67004136
MDP0000134765,103441138,0.725552885,1.233047676,0.548971771
MDP0000134766,103421534,40.57274693,158.670433,64.8613908
MDP0000134775,#N/A,0.786792704,0.886140198,0.902289244
MDP0000134791,#N/A,81.48681997,78.38929165,71.75116691
MDP0000134796,#N/A,0.018305607,0.025127013,0.021545203
MDP0000134805,103432919,0,0.051967232,0.044559397
MDP0000134810,#N/A,0.521147323,4.068540691,0.670880307
MDP0000134811,#N/A,0.028580077,0.183074103,0.033637976
MDP0000134813,#N/A,7.818560752,5.409062386,6.60916476
MDP0000134815,#N/A,0,0.558345605,0.039896204
MDP0000134816,103412194,0.623195025,0.506917097,0.749783298
MDP0000134818,#N/A,2.323834862,3.70243408,4.786408683
MDP0000134824,103408282,5.84574626,4.183629229,6.094312176
MDP0000134828,103408291,0.078084853,0.047636629,0.153172927
MDP0000134833,#N/A,0,0,0
MDP0000134838,#N/A,3.498201408,3.576628675,3.380242852
MDP0000134854,#N/A,4.540015489,4.416930712,5.849699204
MDP0000134856,103436903,0.070528254,0.043026633,0.041504922
MDP0000134868,#N/A,0,0,0
MDP0000134874,#N/A,1.926763294,2.427219138,2.120491821
MDP0000134875,#N/A,5.681686896,3.425878812,4.471087373
MDP0000134878,#N/A,0.43696306,0.411286698,0.661234735
MDP0000134879,#N/A,0,0,0
MDP0000134882,103424334,0.485861307,0.69161328,1.20722959
MDP0000134884,#N/A,0,0,0
MDP0000134890,#N/A,0,0,0
MDP0000134891,#N/A,0.217799896,0.459939866,0.492970341
MDP0000134899,#N/A,0,0,0
MDP0000134901,#N/A,0.944183916,0.691213272,0.889023112
MDP0000134902,#N/A,9.106887964,8.598214683,7.82625046
MDP0000134903,103455268,34.48662609,55.30581488,52.7891973
MDP0000134904,103454631,27.24455926,48.31689783,39.89023853
MDP0000134906,103408768,1.45758392,2.638655013,1.379888284
MDP0000134908,103408770,0.036668778,0.016777681,0.043158158
MDP0000134910,#N/A,1.717962632,3.468437869,2.86870608
MDP0000134911,#N/A,1.438896947,4.565787668,2.749257669
MDP0000134917,#N/A,1.27538593,2.037789128,1.834671285
MDP0000134918,#N/A,0.087894508,0.10724226,0.068966303
MDP0000134919,#N/A,3.795218509,2.818650348,4.078445943
MDP0000134923,#N/A,0,0,0
MDP0000134927,#N/A,0.357770599,0.206136685,0.499065247
MDP0000134935,#N/A,3.962533532,6.517375441,6.245786621
MDP0000134936,#N/A,1.926975352,1.657862341,1.996613434
MDP0000134937,103427355,0.017097759,0,0
MDP0000134938,#N/A,0.014272548,0.013060716,0.008399201
MDP0000134944,#N/A,5.41437832,3.432102999,5.197607289
MDP0000134946,103431240,10.28461669,7.511640003,8.481726209
MDP0000134947,103405160,17.28903237,13.77567698,22.85269326
MDP0000134965,103439432,11.36768967,25.1617153,19.81057052
MDP0000134978,103439433,10.62915043,6.628087267,5.912003692
MDP0000134989,103452106,13.26270054,8.002953666,10.81870045
MDP0000134991,#N/A,0,0.04320083,0
MDP0000134992,103407747,0,0,0
MDP0000134994,#N/A,4.193750227,5.14809885,6.862147143
MDP0000135002,#N/A,1.100832611,1.305843256,1.055714945
MDP0000135007,#N/A,1.249357646,3.4536556,1.072210491
MDP0000135008,#N/A,0,0,0
MDP0000135010,#N/A,4.805221715,3.459152134,3.242553045
MDP0000135011,#N/A,0,0,0
MDP0000135019,#N/A,44.07425563,150.6341558,171.6443677
MDP0000135021,#N/A,2.365712122,7.220815088,4.472970258
MDP0000135022,103433928,2.652877675,2.112176289,3.281129482
MDP0000135025,#N/A,10.48099255,12.70507819,12.92326544
MDP0000135027,103434092,7.814803498,3.909974285,5.187348698
MDP0000135028,103447553,0.513860094,2.53200794,0.372184252
MDP0000135030,#N/A,0,0,0
MDP0000135032,#N/A,3.515100932,5.61366605,5.151582927
MDP0000135034,#N/A,1.673522279,1.827835097,2.41445918
MDP0000135037,#N/A,0,0,0
MDP0000135039,#N/A,0,0,0
MDP0000135041,#N/A,3.72725031,2.801033783,3.480088908
MDP0000135043,#N/A,28.92743472,26.71755301,33.94123548
MDP0000135047,103409478,1.56970576,2.052039402,2.687274406
MDP0000135053,#N/A,0.030605437,0.042010255,0.018010885
MDP0000135059,103451167,3.007712851,7.367798613,2.940920204
MDP0000135060,#N/A,34.39293872,25.14917823,29.82189594
MDP0000135062,#N/A,0.707286624,5.17786729,4.117288286
MDP0000135063,103441653,10.64955459,12.35290746,9.659553973
MDP0000135067,103441514,4.871232842,5.681750655,5.050064997
